"state","year","quarter","txn_type","transactions","amount_inr","atv_inr","period"
"Lakshadweep",2020,2,"Others",15,32419.703092655,2161.31353951033,"2020 Q2"
"Lakshadweep",2020,3,"Recharge & bill payments",4696,1186947.55381626,252.757145190856,"2020 Q3"
"Lakshadweep",2020,3,"Peer-to-peer payments",2946,19189391.6187428,6513.71066488215,"2020 Q3"
"Lakshadweep",2020,3,"Merchant payments",903,842981.169451366,933.533963955001,"2020 Q3"
"Lakshadweep",2020,3,"Financial Services",27,45457.5097002779,1683.61147038066,"2020 Q3"
"Lakshadweep",2020,3,"Others",17,42055.4569460854,2473.85040859326,"2020 Q3"
"Lakshadweep",2020,4,"Recharge & bill payments",5187,1499298.11277992,289.049183107754,"2020 Q4"
"Lakshadweep",2020,4,"Peer-to-peer payments",4741,27284123.245665,5754.93002439675,"2020 Q4"
"Lakshadweep",2020,4,"Merchant payments",1668,1227101.63787939,735.672444771817,"2020 Q4"
"Lakshadweep",2020,4,"Financial Services",22,13968.7539965527,634.943363479668,"2020 Q4"
"Lakshadweep",2020,4,"Others",32,86826.1667595177,2713.31771123493,"2020 Q4"
"Lakshadweep",2021,1,"Peer-to-peer payments",3942,24823715.0174221,6297.23871573366,"2021 Q1"
"Lakshadweep",2021,1,"Recharge & bill payments",3541,1070209.42185267,302.233668978444,"2021 Q1"
"Lakshadweep",2021,1,"Merchant payments",1537,1040213.79538989,676.781909817755,"2021 Q1"
"Lakshadweep",2021,1,"Financial Services",19,15929.0951054971,838.37342660511,"2021 Q1"
"Lakshadweep",2021,1,"Others",46,92715.5843109472,2015.55618067277,"2021 Q1"
"Lakshadweep",2021,2,"Recharge & bill payments",5499,1745295.82807729,317.384220417765,"2021 Q2"
"Lakshadweep",2021,2,"Peer-to-peer payments",4069,23996417.4936648,5897.37466052219,"2021 Q2"
"Lakshadweep",2021,2,"Merchant payments",1743,1525331.91465294,875.118711791704,"2021 Q2"
"Lakshadweep",2021,2,"Financial Services",29,15052.0184960081,519.035120552003,"2021 Q2"
"Lakshadweep",2021,2,"Others",44,101366.403060458,2303.78188773768,"2021 Q2"
"Madhya Pradesh",2018,1,"Recharge & bill payments",4404190,667057311.456037,151.459703476925,"2018 Q1"
"Madhya Pradesh",2018,1,"Peer-to-peer payments",2848290,7590790588.5519,2665.03431481763,"2018 Q1"
"Madhya Pradesh",2018,1,"Financial Services",230519,43374288.9837302,188.159279641722,"2018 Q1"
"Madhya Pradesh",2018,1,"Merchant payments",196394,170119673.712754,866.216247506309,"2018 Q1"
"Madhya Pradesh",2018,1,"Others",346002,210261540.741495,607.688801629745,"2018 Q1"
"Madhya Pradesh",2018,2,"Recharge & bill payments",5324535,1132090445.89033,212.617711385188,"2018 Q2"
"Madhya Pradesh",2018,2,"Peer-to-peer payments",4269392,14155603482.4926,3315.60172560697,"2018 Q2"
"Madhya Pradesh",2018,2,"Merchant payments",397135,339308203.17074,854.390076852305,"2018 Q2"
"Madhya Pradesh",2018,2,"Financial Services",305553,53860331.8057427,176.271651090785,"2018 Q2"
"Madhya Pradesh",2018,2,"Others",264797,243218603.319856,918.509663326458,"2018 Q2"
"Madhya Pradesh",2018,3,"Peer-to-peer payments",9988509,22057686208.5443,2208.30618549218,"2018 Q3"
"Madhya Pradesh",2018,3,"Recharge & bill payments",5733261,1367773856.67565,238.568217402914,"2018 Q3"
"Madhya Pradesh",2018,3,"Merchant payments",784995,465390819.590133,592.858323416242,"2018 Q3"
"Madhya Pradesh",2018,3,"Financial Services",359440,46120458.6388543,128.311981523632,"2018 Q3"
"Madhya Pradesh",2018,3,"Others",260780,212770861.223416,815.901760961025,"2018 Q3"
"Madhya Pradesh",2018,4,"Peer-to-peer payments",11456555,30897348664.9054,2696.91444460446,"2018 Q4"
"Madhya Pradesh",2018,4,"Recharge & bill payments",7273502,1669345516.94136,229.510559967036,"2018 Q4"
"Madhya Pradesh",2018,4,"Merchant payments",2056426,1036249753.9278,503.908117251873,"2018 Q4"
"Madhya Pradesh",2018,4,"Financial Services",313540,43367243.1544309,138.314866219401,"2018 Q4"
"Madhya Pradesh",2018,4,"Others",297532,259296894.038277,871.492458082751,"2018 Q4"
"Madhya Pradesh",2019,1,"Peer-to-peer payments",23708825,44114206183.0918,1860.66606772338,"2019 Q1"
"Madhya Pradesh",2019,1,"Recharge & bill payments",9966905,2423593841.71614,243.164135879307,"2019 Q1"
"Madhya Pradesh",2019,1,"Merchant payments",3018928,1263699222.3501,418.592037421926,"2019 Q1"
"Madhya Pradesh",2019,1,"Financial Services",290838,28901169.292499,99.3720534885366,"2019 Q1"
"Madhya Pradesh",2019,1,"Others",315553,239879105.597236,760.186420655915,"2019 Q1"
"Madhya Pradesh",2019,2,"Peer-to-peer payments",20868744,61758841793.8766,2959.39428812182,"2019 Q2"
"Madhya Pradesh",2019,2,"Recharge & bill payments",12044969,3571897178.3031,296.546813719745,"2019 Q2"
"Madhya Pradesh",2019,2,"Merchant payments",7331352,2671155681.44915,364.346941935014,"2019 Q2"
"Madhya Pradesh",2019,2,"Financial Services",149197,18869661.5134857,126.474805213816,"2019 Q2"
"Madhya Pradesh",2019,2,"Others",451751,313802065.415473,694.635021096739,"2019 Q2"
"Madhya Pradesh",2019,3,"Peer-to-peer payments",22631038,67648107703.0357,2989.17388159729,"2019 Q3"
"Madhya Pradesh",2019,3,"Merchant payments",17163551,5147459307.10174,299.906430033141,"2019 Q3"
"Madhya Pradesh",2019,3,"Recharge & bill payments",13156616,4576521609.46083,347.84944771975,"2019 Q3"
"Madhya Pradesh",2019,3,"Financial Services",192821,25654168.6009213,133.04654887653,"2019 Q3"
"Madhya Pradesh",2019,3,"Others",466385,278578703.044111,597.314885864921,"2019 Q3"
"Madhya Pradesh",2019,4,"Peer-to-peer payments",32083162,92064471161.9892,2869.557282477,"2019 Q4"
"Madhya Pradesh",2019,4,"Merchant payments",19447707,7304157801.61293,375.579383297626,"2019 Q4"
"Madhya Pradesh",2019,4,"Recharge & bill payments",16081734,5104821720.99901,317.429807071738,"2019 Q4"
"Madhya Pradesh",2019,4,"Financial Services",127116,24020060.9321331,188.96174307037,"2019 Q4"
"Madhya Pradesh",2019,4,"Others",392270,190456045.324944,485.522842238621,"2019 Q4"
"Madhya Pradesh",2020,1,"Peer-to-peer payments",34540722,110325991607.384,3194.0846982696,"2020 Q1"
"Madhya Pradesh",2020,1,"Merchant payments",24618074,9898242848.25793,402.072186811118,"2020 Q1"
"Madhya Pradesh",2020,1,"Recharge & bill payments",19788516,6311610609.84622,318.953205477673,"2020 Q1"
"Madhya Pradesh",2020,1,"Financial Services",68055,30645714.4019029,450.308050869193,"2020 Q1"
"Madhya Pradesh",2020,1,"Others",351379,170790656.303397,486.058234280925,"2020 Q1"
"Madhya Pradesh",2020,2,"Peer-to-peer payments",34860958,128184693854.797,3677.02728808534,"2020 Q2"
"Madhya Pradesh",2020,2,"Recharge & bill payments",27497528,8904067957.01212,323.813397226548,"2020 Q2"
"Madhya Pradesh",2020,2,"Merchant payments",13685723,10666223053.6347,779.368620396211,"2020 Q2"
"Madhya Pradesh",2020,2,"Financial Services",80988,62073621.4435151,766.454554298354,"2020 Q2"
"Madhya Pradesh",2020,2,"Others",215376,104956802.174379,487.318931424017,"2020 Q2"
"Madhya Pradesh",2020,3,"Peer-to-peer payments",50871564,174978985034.286,3439.62267474784,"2020 Q3"
"Madhya Pradesh",2020,3,"Merchant payments",31879804,20621273981.6596,646.844440500939,"2020 Q3"
"Madhya Pradesh",2020,3,"Recharge & bill payments",25380467,9834190567.20551,387.470828145341,"2020 Q3"
"Madhya Pradesh",2020,3,"Financial Services",131725,122971108.070601,933.544187288677,"2020 Q3"
"Madhya Pradesh",2020,3,"Others",316321,144259293.315833,456.05348148189,"2020 Q3"
"Madhya Pradesh",2020,4,"Peer-to-peer payments",67972167,235584201864.223,3465.89217707629,"2020 Q4"
"Madhya Pradesh",2020,4,"Merchant payments",57707471,37315576877.1456,646.633377455505,"2020 Q4"
"Madhya Pradesh",2020,4,"Recharge & bill payments",27335834,10977774483.3255,401.589155221147,"2020 Q4"
"Madhya Pradesh",2020,4,"Financial Services",149532,132590450.070742,886.702846686609,"2020 Q4"
"Madhya Pradesh",2020,4,"Others",487537,264996097.605961,543.54048534975,"2020 Q4"
"Madhya Pradesh",2021,1,"Merchant payments",84812245,50098244499.5066,590.69588948514,"2021 Q1"
"Madhya Pradesh",2021,1,"Peer-to-peer payments",84070625,279938170703.817,3329.79766361695,"2021 Q1"
"Madhya Pradesh",2021,1,"Recharge & bill payments",32500681,13060914041.0394,401.865857550474,"2021 Q1"
"Madhya Pradesh",2021,1,"Financial Services",169378,161838389.795477,955.486484640727,"2021 Q1"
"Madhya Pradesh",2021,1,"Others",445569,274786748.129952,616.709753438754,"2021 Q1"
"Madhya Pradesh",2021,2,"Peer-to-peer payments",99367521,348935762191.104,3511.56754923074,"2021 Q2"
"Madhya Pradesh",2021,2,"Merchant payments",77113464,58839392449.9937,763.023594037919,"2021 Q2"
"Madhya Pradesh",2021,2,"Recharge & bill payments",46118636,17230546398.8486,373.613530088977,"2021 Q2"
"Madhya Pradesh",2021,2,"Financial Services",188726,177313389.666026,939.52815015433,"2021 Q2"
"Madhya Pradesh",2021,2,"Others",526333,317753606.011569,603.712110035983,"2021 Q2"
"Maharashtra",2018,1,"Recharge & bill payments",9670237,2283567431.22353,236.143895048646,"2018 Q1"
"Maharashtra",2018,1,"Peer-to-peer payments",5227770,18283896464.7509,3497.45617438237,"2018 Q1"
"Maharashtra",2018,1,"Merchant payments",616779,576964070.736685,935.447008955696,"2018 Q1"
"Maharashtra",2018,1,"Financial Services",235051,60997258.0602997,259.506481828623,"2018 Q1"
"Maharashtra",2018,1,"Others",637197,506188032.953956,794.398016553681,"2018 Q1"
"Maharashtra",2018,2,"Recharge & bill payments",12384216,3725800358.68148,300.850724719391,"2018 Q2"
"Maharashtra",2018,2,"Peer-to-peer payments",7772336,30782831245.6586,3960.56362535776,"2018 Q2"
"Maharashtra",2018,2,"Merchant payments",1306326,1226121649.49895,938.603112468825,"2018 Q2"
"Maharashtra",2018,2,"Financial Services",262875,85545909.4352884,325.424286962581,"2018 Q2"
"Maharashtra",2018,2,"Others",559987,536758077.846387,958.518818912559,"2018 Q2"
"Maharashtra",2018,3,"Recharge & bill payments",14371791,4547486090.18673,316.417493838223,"2018 Q3"
"Maharashtra",2018,3,"Peer-to-peer payments",13470065,45466534003.9804,3375.37599142843,"2018 Q3"
"Maharashtra",2018,3,"Merchant payments",2797204,1702220875.43438,608.543701293999,"2018 Q3"
"Maharashtra",2018,3,"Financial Services",234598,52348968.0067286,223.143283432632,"2018 Q3"
"Maharashtra",2018,3,"Others",664880,492227795.638697,740.325766512299,"2018 Q3"
"Maharashtra",2018,4,"Peer-to-peer payments",20824667,68974011019.1029,3312.13032213686,"2018 Q4"
"Maharashtra",2018,4,"Recharge & bill payments",18071025,5860865070.47068,324.323887021942,"2018 Q4"
"Maharashtra",2018,4,"Merchant payments",6047705,3985195742.24801,658.960009168438,"2018 Q4"
"Maharashtra",2018,4,"Financial Services",325121,77345546.5301243,237.897725862446,"2018 Q4"
"Maharashtra",2018,4,"Others",821705,621519669.481864,756.378103433549,"2018 Q4"
"Maharashtra",2019,1,"Peer-to-peer payments",37360716,97373087988.0887,2606.29608886748,"2019 Q1"
"Maharashtra",2019,1,"Recharge & bill payments",24540041,8256500586.65128,336.450154531171,"2019 Q1"
"Maharashtra",2019,1,"Merchant payments",12069119,5172594695.5318,428.580967304391,"2019 Q1"
"Maharashtra",2019,1,"Financial Services",287569,49487746.2087305,172.089989563307,"2019 Q1"
"Maharashtra",2019,1,"Others",821624,569019903.860495,692.555115065401,"2019 Q1"
"Maharashtra",2019,2,"Peer-to-peer payments",42546317,130558153687.954,3068.61234752597,"2019 Q2"
"Maharashtra",2019,2,"Recharge & bill payments",29395661,12197234771.4342,414.933168927013,"2019 Q2"
"Maharashtra",2019,2,"Merchant payments",27854042,9728561726.76714,349.269299111674,"2019 Q2"
"Maharashtra",2019,2,"Financial Services",182840,45291636.1050748,247.711857936309,"2019 Q2"
"Maharashtra",2019,2,"Others",1170993,765228265.797647,653.486626988929,"2019 Q2"
"Maharashtra",2019,3,"Peer-to-peer payments",57991699,165731686168.557,2857.85188270751,"2019 Q3"
"Maharashtra",2019,3,"Merchant payments",54683738,17545729507.3959,320.858268822002,"2019 Q3"
"Maharashtra",2019,3,"Recharge & bill payments",34309301,15471698543.7395,450.947646637846,"2019 Q3"
"Maharashtra",2019,3,"Financial Services",231467,54108447.3940745,233.763116962999,"2019 Q3"
"Maharashtra",2019,3,"Others",1519376,814284077.863751,535.93322381277,"2019 Q3"
"Maharashtra",2019,4,"Merchant payments",80127804,27209874138.4875,339.580929217622,"2019 Q4"
"Maharashtra",2019,4,"Peer-to-peer payments",78795871,227268054757.216,2884.26350103061,"2019 Q4"
"Maharashtra",2019,4,"Recharge & bill payments",40705998,17794666215.0444,437.150962741275,"2019 Q4"
"Maharashtra",2019,4,"Financial Services",129755,49622863.824426,382.43508014663,"2019 Q4"
"Maharashtra",2019,4,"Others",1501192,672210824.977011,447.784710401475,"2019 Q4"
"Maharashtra",2020,1,"Merchant payments",100337738,35200130304.8277,350.81646254401,"2020 Q1"
"Maharashtra",2020,1,"Peer-to-peer payments",87067410,262541205695.838,3015.37860946866,"2020 Q1"
"Maharashtra",2020,1,"Recharge & bill payments",50199498,21603565070.4256,430.35420534336,"2020 Q1"
"Maharashtra",2020,1,"Financial Services",123476,91363684.1276232,739.93070821555,"2020 Q1"
"Maharashtra",2020,1,"Others",1215959,558931962.876125,459.66349430871,"2020 Q1"
"Maharashtra",2020,2,"Peer-to-peer payments",74295930,239933338682.693,3229.42775846124,"2020 Q2"
"Maharashtra",2020,2,"Recharge & bill payments",60856480,23112343247.4161,379.784424722168,"2020 Q2"
"Maharashtra",2020,2,"Merchant payments",48965388,32859184582.219,671.069625389653,"2020 Q2"
"Maharashtra",2020,2,"Financial Services",206461,211733275.782989,1025.53642471454,"2020 Q2"
"Maharashtra",2020,2,"Others",466502,242917371.303328,520.720964333118,"2020 Q2"
"Maharashtra",2020,3,"Peer-to-peer payments",108436214,351555554813.212,3242.0493287714,"2020 Q3"
"Maharashtra",2020,3,"Merchant payments",100808237,60171102123.9488,596.886761584262,"2020 Q3"
"Maharashtra",2020,3,"Recharge & bill payments",58082283,27915727882.5929,480.623805414,"2020 Q3"
"Maharashtra",2020,3,"Financial Services",325453,333669599.618836,1025.24665502803,"2020 Q3"
"Maharashtra",2020,3,"Others",658737,331024593.072152,502.5140428914,"2020 Q3"
"Maharashtra",2020,4,"Merchant payments",189845640,103804638603.746,546.784422353582,"2020 Q4"
"Maharashtra",2020,4,"Peer-to-peer payments",151741840,485747881733.823,3201.14664310004,"2020 Q4"
"Maharashtra",2020,4,"Recharge & bill payments",64556682,31556917821.7776,488.824965040452,"2020 Q4"
"Maharashtra",2020,4,"Financial Services",398409,418399992.539577,1050.17706060751,"2020 Q4"
"Maharashtra",2020,4,"Others",1078433,627692680.40782,582.041425297464,"2020 Q4"
"Maharashtra",2021,1,"Merchant payments",253043309,129493046208.157,511.742621134302,"2021 Q1"
"Maharashtra",2021,1,"Peer-to-peer payments",187021609,599213284361.799,3203.97887477163,"2021 Q1"
"Maharashtra",2021,1,"Recharge & bill payments",76389103,40057211827.1596,524.383848664378,"2021 Q1"
"Maharashtra",2021,1,"Financial Services",439551,492900202.683152,1121.37204256878,"2021 Q1"
"Maharashtra",2021,1,"Others",966668,630909553.450826,652.664155067537,"2021 Q1"
"Maharashtra",2021,2,"Merchant payments",247194293,150864465217.023,610.30723398223,"2021 Q2"
"Maharashtra",2021,2,"Peer-to-peer payments",228551961,719859665693.527,3149.65429543406,"2021 Q2"
"Maharashtra",2021,2,"Recharge & bill payments",96271138,43154405548.4459,448.259015577918,"2021 Q2"
"Maharashtra",2021,2,"Financial Services",504252,536780917.035915,1064.50924743167,"2021 Q2"
"Maharashtra",2021,2,"Others",1094842,699738247.669563,639.122583596138,"2021 Q2"
"Manipur",2018,1,"Recharge & bill payments",50212,6463184.55471169,128.7179270834,"2018 Q1"
"Manipur",2018,1,"Peer-to-peer payments",26382,115495173.557964,4377.80204525677,"2018 Q1"
"Manipur",2018,1,"Financial Services",2660,412579.539854618,155.105090170909,"2018 Q1"
"Manipur",2018,1,"Merchant payments",1614,3616475.64079122,2240.69122725602,"2018 Q1"
"Manipur",2018,1,"Others",3201,2058760.6368871,643.161710992534,"2018 Q1"
"Manipur",2018,2,"Recharge & bill payments",77991,11541247.7844209,147.981790006807,"2018 Q2"
"Manipur",2018,2,"Peer-to-peer payments",60365,232157389.79148,3845.89397484436,"2018 Q2"
"Manipur",2018,2,"Financial Services",5992,1241901.26603979,207.259890861113,"2018 Q2"
"Manipur",2018,2,"Merchant payments",4041,5366759.82772983,1328.07716598115,"2018 Q2"
"Manipur",2018,2,"Others",3332,2902422.64982338,871.075225037029,"2018 Q2"
"Manipur",2018,3,"Peer-to-peer payments",95204,357768750.184589,3757.91721129983,"2018 Q3"
"Manipur",2018,3,"Recharge & bill payments",81323,13912990.4849251,171.08309438812,"2018 Q3"
"Manipur",2018,3,"Merchant payments",7396,9180953.97735833,1241.34045123828,"2018 Q3"
"Manipur",2018,3,"Financial Services",2577,333081.6368315,129.251702301707,"2018 Q3"
"Manipur",2018,3,"Others",2758,2135468.51041779,774.281548374833,"2018 Q3"
"Manipur",2018,4,"Recharge & bill payments",113507,18898063.2823831,166.492491937793,"2018 Q4"
"Manipur",2018,4,"Peer-to-peer payments",104872,562009595.960188,5359.00522503803,"2018 Q4"
"Manipur",2018,4,"Merchant payments",13333,20685433.2843071,1551.44628248009,"2018 Q4"
"Manipur",2018,4,"Financial Services",1452,307325.243772395,211.656503975479,"2018 Q4"
"Manipur",2018,4,"Others",2946,3783141.53536019,1284.16209618472,"2018 Q4"
"Manipur",2019,1,"Peer-to-peer payments",127067,619919870.745535,4878.68503030319,"2019 Q1"
"Manipur",2019,1,"Recharge & bill payments",120000,22106830.3691492,184.223586409577,"2019 Q1"
"Manipur",2019,1,"Merchant payments",15190,14580183.3807075,959.854073779296,"2019 Q1"
"Manipur",2019,1,"Financial Services",800,174777.172838374,218.471466047968,"2019 Q1"
"Manipur",2019,1,"Others",2352,3116398.75584891,1324.9994710242,"2019 Q1"
"Manipur",2019,2,"Peer-to-peer payments",120153,679785849.139868,5657.66854876589,"2019 Q2"
"Manipur",2019,2,"Recharge & bill payments",116500,23573234.2730602,202.34535856704,"2019 Q2"
"Manipur",2019,2,"Merchant payments",18044,15996651.1457005,886.535754029068,"2019 Q2"
"Manipur",2019,2,"Financial Services",387,91955.0153825983,237.609858869763,"2019 Q2"
"Manipur",2019,2,"Others",2341,3342252.57548854,1427.70293698784,"2019 Q2"
"Manipur",2019,3,"Recharge & bill payments",180057,36634657.0491434,203.461443038279,"2019 Q3"
"Manipur",2019,3,"Peer-to-peer payments",144965,803335616.632519,5541.58325549284,"2019 Q3"
"Manipur",2019,3,"Merchant payments",17683,20490224.4430412,1158.75272538829,"2019 Q3"
"Manipur",2019,3,"Financial Services",358,367865.788466262,1027.55806834151,"2019 Q3"
"Manipur",2019,3,"Others",1945,2723638.64976426,1400.32835463458,"2019 Q3"
"Manipur",2019,4,"Recharge & bill payments",212136,44202546.5739608,208.368907559117,"2019 Q4"
"Manipur",2019,4,"Peer-to-peer payments",211927,1123258478.44506,5300.21412300018,"2019 Q4"
"Manipur",2019,4,"Merchant payments",23094,30486780.4463821,1320.11693281294,"2019 Q4"
"Manipur",2019,4,"Financial Services",548,240641.765768348,439.127309796255,"2019 Q4"
"Manipur",2019,4,"Others",1639,2709234.85745613,1652.98038892991,"2019 Q4"
"Manipur",2020,1,"Peer-to-peer payments",451733,2458093401.74046,5441.47406043052,"2020 Q1"
"Manipur",2020,1,"Recharge & bill payments",285234,62688260.379548,219.778358749476,"2020 Q1"
"Manipur",2020,1,"Merchant payments",78067,74202067.0664826,950.49210378883,"2020 Q1"
"Manipur",2020,1,"Financial Services",622,354184.466058961,569.428402024053,"2020 Q1"
"Manipur",2020,1,"Others",3145,3252467.22438671,1034.17081856493,"2020 Q1"
"Manipur",2020,2,"Peer-to-peer payments",533206,2980242535.07544,5589.28919606201,"2020 Q2"
"Manipur",2020,2,"Recharge & bill payments",450830,107589094.298904,238.646705629404,"2020 Q2"
"Manipur",2020,2,"Merchant payments",92110,106540409.298866,1156.66495818984,"2020 Q2"
"Manipur",2020,2,"Financial Services",1676,1457570.80048623,869.672315325913,"2020 Q2"
"Manipur",2020,2,"Others",5246,3106603.33181038,592.185156654666,"2020 Q2"
"Manipur",2020,3,"Peer-to-peer payments",774786,4301284799.33129,5551.57785418334,"2020 Q3"
"Manipur",2020,3,"Recharge & bill payments",464659,113190539.14969,243.599153679774,"2020 Q3"
"Manipur",2020,3,"Merchant payments",170653,195132026.63112,1143.44328333589,"2020 Q3"
"Manipur",2020,3,"Financial Services",1878,1593035.94406622,848.261951046975,"2020 Q3"
"Manipur",2020,3,"Others",8192,4775719.81433664,582.973610148516,"2020 Q3"
"Manipur",2020,4,"Peer-to-peer payments",892853,5172499337.53043,5793.22613860336,"2020 Q4"
"Manipur",2020,4,"Recharge & bill payments",436450,114202616.348697,261.662541754375,"2020 Q4"
"Manipur",2020,4,"Merchant payments",289050,307902115.382077,1065.22094925472,"2020 Q4"
"Manipur",2020,4,"Financial Services",1806,2448402.91428171,1355.70482518367,"2020 Q4"
"Manipur",2020,4,"Others",7693,5172086.28326054,672.310708860073,"2020 Q4"
"Manipur",2021,1,"Peer-to-peer payments",1117829,6402367883.66742,5727.50204518528,"2021 Q1"
"Manipur",2021,1,"Recharge & bill payments",796590,223955812.586443,281.143138360315,"2021 Q1"
"Manipur",2021,1,"Merchant payments",377280,433297594.135215,1148.47750777994,"2021 Q1"
"Manipur",2021,1,"Financial Services",3398,4385333.17549081,1290.56302986781,"2021 Q1"
"Manipur",2021,1,"Others",8438,6280890.91466982,744.357776092655,"2021 Q1"
"Manipur",2021,2,"Peer-to-peer payments",1372821,7041837917.78518,5129.46547130702,"2021 Q2"
"Manipur",2021,2,"Recharge & bill payments",1187952,305103750.572858,256.831715905069,"2021 Q2"
"Manipur",2021,2,"Merchant payments",510734,531484849.491416,1040.62946561501,"2021 Q2"
"Manipur",2021,2,"Financial Services",4165,4256098.23223718,1021.87232466679,"2021 Q2"
"Manipur",2021,2,"Others",10603,7145346.31494201,673.898548990098,"2021 Q2"
"Meghalaya",2018,1,"Recharge & bill payments",31857,6028476.14909035,189.235525915508,"2018 Q1"
"Meghalaya",2018,1,"Peer-to-peer payments",13274,55943496.5158863,4214.51683862335,"2018 Q1"
"Meghalaya",2018,1,"Merchant payments",1605,2395888.43976233,1492.76538302949,"2018 Q1"
"Meghalaya",2018,1,"Financial Services",532,144318.254557115,271.274914581043,"2018 Q1"
"Meghalaya",2018,1,"Others",2303,1738080.43060439,754.702748851233,"2018 Q1"
"Meghalaya",2018,2,"Recharge & bill payments",42625,9657896.16472429,226.578209143092,"2018 Q2"
"Meghalaya",2018,2,"Peer-to-peer payments",19894,101140464.662398,5083.968264924,"2018 Q2"
"Meghalaya",2018,2,"Merchant payments",2929,3663446.43622013,1250.74989287133,"2018 Q2"
"Meghalaya",2018,2,"Financial Services",592,580648.34341321,980.824904414206,"2018 Q2"
"Meghalaya",2018,2,"Others",1817,1962212.2350756,1079.91867643126,"2018 Q2"
"Meghalaya",2018,3,"Recharge & bill payments",60625,14231601.4533712,234.748065210247,"2018 Q3"
"Meghalaya",2018,3,"Peer-to-peer payments",40832,187460582.057547,4591.02130822754,"2018 Q3"
"Meghalaya",2018,3,"Merchant payments",5802,5458930.68937957,940.87050833843,"2018 Q3"
"Meghalaya",2018,3,"Financial Services",748,552674.578335987,738.869757133673,"2018 Q3"
"Meghalaya",2018,3,"Others",2283,2149872.75576023,941.687584651875,"2018 Q3"
"Meghalaya",2018,4,"Recharge & bill payments",82962,18100891.6373441,218.182922751912,"2018 Q4"
"Meghalaya",2018,4,"Peer-to-peer payments",58952,301941442.705992,5121.81847445366,"2018 Q4"
"Meghalaya",2018,4,"Merchant payments",15768,14434314.1933424,915.418200998377,"2018 Q4"
"Meghalaya",2018,4,"Financial Services",763,190875.188489799,250.164074036434,"2018 Q4"
"Meghalaya",2018,4,"Others",2687,2918155.27950466,1086.02727186627,"2018 Q4"
"Meghalaya",2019,1,"Recharge & bill payments",98817,23006751.7955049,232.821799847242,"2019 Q1"
"Meghalaya",2019,1,"Peer-to-peer payments",90694,358932132.104689,3957.61717538855,"2019 Q1"
"Meghalaya",2019,1,"Merchant payments",16073,14297275.2305278,889.521261153972,"2019 Q1"
"Meghalaya",2019,1,"Financial Services",659,62335.064750311,94.5903865710334,"2019 Q1"
"Meghalaya",2019,1,"Others",2498,2738667.95796214,1096.34425859173,"2019 Q1"
"Meghalaya",2019,2,"Recharge & bill payments",108812,27248605.4292333,250.419121321484,"2019 Q2"
"Meghalaya",2019,2,"Peer-to-peer payments",97407,446537199.173568,4584.24137047202,"2019 Q2"
"Meghalaya",2019,2,"Merchant payments",22588,15600927.0066291,690.673233868829,"2019 Q2"
"Meghalaya",2019,2,"Financial Services",460,106800.753081559,232.175550177302,"2019 Q2"
"Meghalaya",2019,2,"Others",3019,3437756.74476651,1138.70710326814,"2019 Q2"
"Meghalaya",2019,3,"Recharge & bill payments",155949,38916251.4216571,249.544732070466,"2019 Q3"
"Meghalaya",2019,3,"Peer-to-peer payments",116168,546221812.688931,4701.99893851087,"2019 Q3"
"Meghalaya",2019,3,"Merchant payments",31201,23461321.8898102,751.941344502106,"2019 Q3"
"Meghalaya",2019,3,"Financial Services",421,584192.948810877,1387.63170738926,"2019 Q3"
"Meghalaya",2019,3,"Others",2811,3035023.20432347,1079.69519897669,"2019 Q3"
"Meghalaya",2019,4,"Recharge & bill payments",175084,43611775.0262187,249.09057952879,"2019 Q4"
"Meghalaya",2019,4,"Peer-to-peer payments",163734,670870023.429769,4097.31652210151,"2019 Q4"
"Meghalaya",2019,4,"Merchant payments",24430,25344714.5055789,1037.44226383868,"2019 Q4"
"Meghalaya",2019,4,"Financial Services",382,124511.636132167,325.946691445463,"2019 Q4"
"Meghalaya",2019,4,"Others",2351,2485447.19251939,1057.18723629068,"2019 Q4"
"Meghalaya",2020,1,"Recharge & bill payments",226214,59666071.2153079,263.759410183755,"2020 Q1"
"Meghalaya",2020,1,"Peer-to-peer payments",216022,1013733312.39357,4692.73181617414,"2020 Q1"
"Meghalaya",2020,1,"Merchant payments",57245,44125206.3475594,770.813282340107,"2020 Q1"
"Meghalaya",2020,1,"Financial Services",473,402779.890331329,851.543108522894,"2020 Q1"
"Meghalaya",2020,1,"Others",2329,2207471.06103908,947.819261931765,"2020 Q1"
"Meghalaya",2020,2,"Recharge & bill payments",382662,100570200.252716,262.8173172479,"2020 Q2"
"Meghalaya",2020,2,"Peer-to-peer payments",202270,998750895.911159,4937.71145454669,"2020 Q2"
"Meghalaya",2020,2,"Merchant payments",46014,48980521.4159511,1064.46997470229,"2020 Q2"
"Meghalaya",2020,2,"Financial Services",1186,2944583.11473734,2482.78508831142,"2020 Q2"
"Meghalaya",2020,2,"Others",3263,2488953.64383214,762.780767340527,"2020 Q2"
"Meghalaya",2020,3,"Recharge & bill payments",342484,97662913.1340867,285.160512999401,"2020 Q3"
"Meghalaya",2020,3,"Peer-to-peer payments",194448,1065012681.71261,5477.10792454852,"2020 Q3"
"Meghalaya",2020,3,"Merchant payments",55595,67511647.1349487,1214.34746173125,"2020 Q3"
"Meghalaya",2020,3,"Financial Services",1587,4049966.8133478,2551.96396556257,"2020 Q3"
