"state","year","quarter","txn_type","transactions","amount_inr","atv_inr","period"
"Dadra & Nagar Haveli and Daman & Diu",2018,2,"Financial Services",2996,383806.085467301,128.106170049166,"2018 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2018,2,"Others",4037,4410224.47174788,1092.45094668018,"2018 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2018,3,"Recharge & bill payments",157113,39790820.2935945,253.262430821094,"2018 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2018,3,"Peer-to-peer payments",119346,396698085.410455,3323.93281224721,"2018 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2018,3,"Merchant payments",7465,5693604.74412608,762.706596667928,"2018 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2018,3,"Financial Services",1477,297647.895898485,201.521933580559,"2018 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2018,3,"Others",4174,5159437.33410095,1236.08944276496,"2018 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2018,4,"Peer-to-peer payments",194214,582082154.411513,2997.11737779724,"2018 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2018,4,"Recharge & bill payments",185793,49972030.1128548,268.966161872917,"2018 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2018,4,"Merchant payments",15739,19577328.039373,1243.87369206258,"2018 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2018,4,"Financial Services",2996,371674.699133574,124.056975678763,"2018 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2018,4,"Others",5340,6747429.53801195,1263.56358389737,"2018 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2019,1,"Peer-to-peer payments",408465,757657638.317395,1854.88998645513,"2019 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2019,1,"Recharge & bill payments",225998,62660761.8880693,277.262462004395,"2019 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2019,1,"Merchant payments",20694,17043867.8860814,823.613988889601,"2019 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2019,1,"Financial Services",1645,221064.618923474,134.385786579619,"2019 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2019,1,"Others",5012,5786443.33943109,1154.51782510596,"2019 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2019,2,"Peer-to-peer payments",244134,734034142.808738,3006.68543836065,"2019 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2019,2,"Recharge & bill payments",198184,63874445.5524187,322.29869995771,"2019 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2019,2,"Merchant payments",40781,20816136.2419691,510.437121256691,"2019 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2019,2,"Financial Services",748,155149.756180746,207.419460134687,"2019 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2019,2,"Others",5809,5561402.20576344,957.376864479848,"2019 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2019,3,"Recharge & bill payments",319142,104597035.079848,327.744499563981,"2019 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2019,3,"Peer-to-peer payments",249944,821178569.059325,3285.45021708593,"2019 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2019,3,"Merchant payments",63616,30634658.2374944,481.555870181942,"2019 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2019,3,"Financial Services",533,425044.051413687,797.456006404666,"2019 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2019,3,"Others",5516,4636167.42028976,840.49445618016,"2019 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2019,4,"Recharge & bill payments",351819,125809568.350559,357.597424671661,"2019 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2019,4,"Peer-to-peer payments",324464,1051976410.5472,3242.19762607624,"2019 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2019,4,"Merchant payments",86758,45361559.2382488,522.851601445962,"2019 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2019,4,"Financial Services",1019,267762.490566308,262.769863166151,"2019 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2019,4,"Others",4911,3225961.38446064,656.884826809334,"2019 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2020,1,"Recharge & bill payments",407577,153340696.303936,376.225096862522,"2020 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2020,1,"Peer-to-peer payments",329005,1119439489.50051,3402.4999300938,"2020 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2020,1,"Merchant payments",137040,66713356.798143,486.816672490828,"2020 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2020,1,"Financial Services",668,418783.126090417,626.920847440744,"2020 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2020,1,"Others",4289,2851043.56383407,664.733868928438,"2020 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2020,2,"Recharge & bill payments",525974,178877986.724865,340.089028592411,"2020 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2020,2,"Peer-to-peer payments",323909,1052118443.36645,3248.1914468769,"2020 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2020,2,"Merchant payments",118801,68938500.7122805,580.285525477736,"2020 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2020,2,"Financial Services",1826,993268.29718406,543.958541721829,"2020 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2020,2,"Others",2642,1448254.78727523,548.166081481919,"2020 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2020,3,"Recharge & bill payments",455603,201223380.18686,441.663861271458,"2020 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2020,3,"Peer-to-peer payments",419524,1401020928.23191,3339.54893696644,"2020 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2020,3,"Merchant payments",257572,143497844.490723,557.117405970847,"2020 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2020,3,"Financial Services",1635,1778864.01233063,1087.99022160895,"2020 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2020,3,"Others",3978,2268098.07753177,570.160401591697,"2020 Q3"
"Dadra & Nagar Haveli and Daman & Diu",2020,4,"Peer-to-peer payments",666995,2153786522.54757,3229.08945726365,"2020 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2020,4,"Merchant payments",631443,316510115.805156,501.248910519486,"2020 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2020,4,"Recharge & bill payments",509971,224246669.778334,439.724356440531,"2020 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2020,4,"Financial Services",2453,1683959.50999644,686.48981247307,"2020 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2020,4,"Others",6929,4283833.1874416,618.246960231144,"2020 Q4"
"Dadra & Nagar Haveli and Daman & Diu",2021,1,"Peer-to-peer payments",768921,2379220756.22301,3094.23303073139,"2021 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2021,1,"Merchant payments",705821,367522132.380636,520.701611854331,"2021 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2021,1,"Recharge & bill payments",442926,213177144.732009,481.292912883888,"2021 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2021,1,"Financial Services",2243,1930008.97168342,860.458747964075,"2021 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2021,1,"Others",5333,3782868.88615925,709.332249420448,"2021 Q1"
"Dadra & Nagar Haveli and Daman & Diu",2021,2,"Peer-to-peer payments",843550,2512913026.42794,2978.97341761359,"2021 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2021,2,"Merchant payments",802899,430487473.930562,536.166409387186,"2021 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2021,2,"Recharge & bill payments",471136,208762964.012002,443.105523695922,"2021 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2021,2,"Financial Services",1826,1763792.65064193,965.932448325263,"2021 Q2"
"Dadra & Nagar Haveli and Daman & Diu",2021,2,"Others",5672,3741204.39775314,659.59174854604,"2021 Q2"
"Delhi",2018,1,"Recharge & bill payments",3947297,1320559612.77041,334.547821653757,"2018 Q1"
"Delhi",2018,1,"Peer-to-peer payments",2380820,9125685134.89435,3833.00087150408,"2018 Q1"
"Delhi",2018,1,"Merchant payments",339809,375393115.191313,1104.71798919779,"2018 Q1"
"Delhi",2018,1,"Financial Services",136240,45588429.2715757,334.618535463709,"2018 Q1"
"Delhi",2018,1,"Others",318588,344277514.792302,1080.63553803753,"2018 Q1"
"Delhi",2018,2,"Recharge & bill payments",4511737,2078183615.80063,460.617189299959,"2018 Q2"
"Delhi",2018,2,"Peer-to-peer payments",3542716,14348179103.1098,4050.05061176504,"2018 Q2"
"Delhi",2018,2,"Merchant payments",837001,631597790.600258,754.596219837561,"2018 Q2"
"Delhi",2018,2,"Financial Services",205991,66584728.1959469,323.240958080435,"2018 Q2"
"Delhi",2018,2,"Others",276278,321754664.498469,1164.60472603128,"2018 Q2"
"Delhi",2018,3,"Peer-to-peer payments",8557153,22670122888.8682,2649.25996869148,"2018 Q3"
"Delhi",2018,3,"Recharge & bill payments",5305635,3261844270.53724,614.788667244777,"2018 Q3"
"Delhi",2018,3,"Merchant payments",3808395,1048422633.70935,275.292513961748,"2018 Q3"
"Delhi",2018,3,"Financial Services",274526,45051151.3514303,164.105226286145,"2018 Q3"
"Delhi",2018,3,"Others",601339,350405916.152318,582.709447004631,"2018 Q3"
"Delhi",2018,4,"Peer-to-peer payments",9973249,32389252494.7577,3247.61293884848,"2018 Q4"
"Delhi",2018,4,"Merchant payments",9958967,2738429838.93927,274.971273520564,"2018 Q4"
"Delhi",2018,4,"Recharge & bill payments",7483633,3961160542.57006,529.309834216892,"2018 Q4"
"Delhi",2018,4,"Financial Services",265004,58162003.4361449,219.475945405144,"2018 Q4"
"Delhi",2018,4,"Others",1506866,575852739.003194,382.152586230756,"2018 Q4"
"Delhi",2019,1,"Peer-to-peer payments",20216287,48250023720.9917,2386.69067771899,"2019 Q1"
"Delhi",2019,1,"Merchant payments",13875931,3996618719.79948,288.025266182102,"2019 Q1"
"Delhi",2019,1,"Recharge & bill payments",10744978,5521320539.35621,513.851265154401,"2019 Q1"
"Delhi",2019,1,"Financial Services",223095,30997039.6975558,138.940987908989,"2019 Q1"
"Delhi",2019,1,"Others",1947036,670171769.652296,344.201016135447,"2019 Q1"
"Delhi",2019,2,"Merchant payments",20891431,6816878922.84439,326.300238736369,"2019 Q2"
"Delhi",2019,2,"Peer-to-peer payments",20570311,65953571241.2643,3206.25056379869,"2019 Q2"
"Delhi",2019,2,"Recharge & bill payments",12869453,8035701902.39176,624.401200454422,"2019 Q2"
"Delhi",2019,2,"Financial Services",137774,33985068.6837861,246.672584695125,"2019 Q2"
"Delhi",2019,2,"Others",2702543,866678928.443998,320.690153105426,"2019 Q2"
"Delhi",2019,3,"Merchant payments",29453368,9857221391.94036,334.672129582612,"2019 Q3"
"Delhi",2019,3,"Peer-to-peer payments",25201978,81904443496.2977,3249.92123619415,"2019 Q3"
"Delhi",2019,3,"Recharge & bill payments",11133404,10406524192.8844,934.711808974542,"2019 Q3"
"Delhi",2019,3,"Financial Services",92061,27952186.986432,303.626801647082,"2019 Q3"
"Delhi",2019,3,"Others",3657065,1000670778.3478,273.626741211272,"2019 Q3"
"Delhi",2019,4,"Peer-to-peer payments",33040093,105858524152.384,3203.94147051535,"2019 Q4"
"Delhi",2019,4,"Merchant payments",32537378,12864577363.0705,395.378427944332,"2019 Q4"
"Delhi",2019,4,"Recharge & bill payments",11609898,9500486080.98845,818.309177306161,"2019 Q4"
"Delhi",2019,4,"Financial Services",57063,21512527.9739892,376.996091582798,"2019 Q4"
"Delhi",2019,4,"Others",3500565,779367300.473257,222.640431037063,"2019 Q4"
"Delhi",2020,1,"Merchant payments",33951545,14470782771.0546,426.218682273652,"2020 Q1"
"Delhi",2020,1,"Peer-to-peer payments",32410795,108987600006.366,3362.69443580036,"2020 Q1"
"Delhi",2020,1,"Recharge & bill payments",12822919,9498791147.92919,740.76668096626,"2020 Q1"
"Delhi",2020,1,"Financial Services",46529,39908838.2485288,857.719664048847,"2020 Q1"
"Delhi",2020,1,"Others",2515816,619460878.990967,246.226623485568,"2020 Q1"
"Delhi",2020,2,"Peer-to-peer payments",27155938,86227124454.1017,3175.25855502033,"2020 Q2"
"Delhi",2020,2,"Merchant payments",24963931,12708327043.8683,509.067544044578,"2020 Q2"
"Delhi",2020,2,"Recharge & bill payments",13568505,8699886044.04059,641.182359002749,"2020 Q2"
"Delhi",2020,2,"Financial Services",64790,75405868.1616464,1163.85041150866,"2020 Q2"
"Delhi",2020,2,"Others",288854,162694793.158695,563.242306350942,"2020 Q2"
"Delhi",2020,3,"Peer-to-peer payments",41498638,140074023548.156,3375.38845366819,"2020 Q3"
"Delhi",2020,3,"Merchant payments",40973792,21858176583.0589,533.467260805612,"2020 Q3"
"Delhi",2020,3,"Recharge & bill payments",13448341,12883226305.3365,957.978854442827,"2020 Q3"
"Delhi",2020,3,"Financial Services",85689,114341865.264572,1334.38207079756,"2020 Q3"
"Delhi",2020,3,"Others",485401,234194502.844228,482.476350160441,"2020 Q3"
"Delhi",2020,4,"Merchant payments",54581166,31106554562.7951,569.913705449149,"2020 Q4"
"Delhi",2020,4,"Peer-to-peer payments",49631928,171546055992.148,3456.36494298888,"2020 Q4"
"Delhi",2020,4,"Recharge & bill payments",14862946,12921793576.5768,869.396523177626,"2020 Q4"
"Delhi",2020,4,"Financial Services",114862,160007919.768942,1393.04486922517,"2020 Q4"
"Delhi",2020,4,"Others",1349515,530676173.253796,393.23473488905,"2020 Q4"
"Delhi",2021,1,"Merchant payments",72615587,39861532639.0123,548.939067847958,"2021 Q1"
"Delhi",2021,1,"Peer-to-peer payments",61957428,210823551741.409,3402.71632549707,"2021 Q1"
"Delhi",2021,1,"Recharge & bill payments",21164274,15447408658.7787,729.88133959987,"2021 Q1"
"Delhi",2021,1,"Financial Services",153039,203106852.423878,1327.15747243433,"2021 Q1"
"Delhi",2021,1,"Others",1468676,592745151.868304,403.59150137151,"2021 Q1"
"Delhi",2021,2,"Merchant payments",75620295,42933366743.2357,567.749262856429,"2021 Q2"
"Delhi",2021,2,"Peer-to-peer payments",68497718,223034955527.753,3256.09322529187,"2021 Q2"
"Delhi",2021,2,"Recharge & bill payments",25026678,15310096462.7464,611.751046732866,"2021 Q2"
"Delhi",2021,2,"Financial Services",158170,190019761.497413,1201.36411138277,"2021 Q2"
"Delhi",2021,2,"Others",854403,472659189.308612,553.204037566127,"2021 Q2"
"Goa",2018,1,"Recharge & bill payments",85991,18273814.1627087,212.50845045073,"2018 Q1"
"Goa",2018,1,"Peer-to-peer payments",59651,268175048.069929,4495.73432247454,"2018 Q1"
"Goa",2018,1,"Merchant payments",7880,11036031.7356579,1400.51164158095,"2018 Q1"
"Goa",2018,1,"Financial Services",1191,520105.642400422,436.696593115384,"2018 Q1"
"Goa",2018,1,"Others",6184,5851742.73238697,946.271463840066,"2018 Q1"
"Goa",2018,2,"Recharge & bill payments",120943,30994284.170441,256.271831941005,"2018 Q2"
"Goa",2018,2,"Peer-to-peer payments",87878,419492232.524103,4773.57509870619,"2018 Q2"
"Goa",2018,2,"Merchant payments",12456,20162855.7061195,1618.72637332366,"2018 Q2"
"Goa",2018,2,"Financial Services",1903,733429.427283199,385.406950753126,"2018 Q2"
"Goa",2018,2,"Others",6395,7221023.53066752,1129.16708845466,"2018 Q2"
"Goa",2018,3,"Recharge & bill payments",158797,40314972.9420883,253.877421752856,"2018 Q3"
"Goa",2018,3,"Peer-to-peer payments",150297,639468418.1317,4254.69848454527,"2018 Q3"
"Goa",2018,3,"Merchant payments",21587,26634198.178851,1233.80729971052,"2018 Q3"
"Goa",2018,3,"Financial Services",1867,468171.364839848,250.761309501793,"2018 Q3"
"Goa",2018,3,"Others",6963,6281208.62075463,902.08367381224,"2018 Q3"
"Goa",2018,4,"Peer-to-peer payments",246426,1021902315.44267,4146.89324763893,"2018 Q4"
"Goa",2018,4,"Recharge & bill payments",212122,54832855.8946847,258.496789086868,"2018 Q4"
"Goa",2018,4,"Merchant payments",45586,66666113.9214596,1462.42517267274,"2018 Q4"
"Goa",2018,4,"Financial Services",2523,723599.232818328,286.801122797593,"2018 Q4"
"Goa",2018,4,"Others",8098,8880194.43076665,1096.59106332016,"2018 Q4"
"Goa",2019,1,"Peer-to-peer payments",378848,1310759847.81466,3459.85684975151,"2019 Q1"
"Goa",2019,1,"Recharge & bill payments",275277,78212835.0406034,284.124118762568,"2019 Q1"
"Goa",2019,1,"Merchant payments",74527,75946974.414831,1019.05315408954,"2019 Q1"
"Goa",2019,1,"Financial Services",2013,499592.096686099,248.182859754644,"2019 Q1"
"Goa",2019,1,"Others",8147,9904147.90979165,1215.6803620709,"2019 Q1"
"Goa",2019,2,"Peer-to-peer payments",373759,1391933790.75477,3724.14788875925,"2019 Q2"
"Goa",2019,2,"Recharge & bill payments",278060,93218689.4169494,335.246671282994,"2019 Q2"
"Goa",2019,2,"Merchant payments",104592,92873008.6474504,887.955184406555,"2019 Q2"
"Goa",2019,2,"Financial Services",1211,515859.807680797,425.978371330138,"2019 Q2"
"Goa",2019,2,"Others",10819,13325754.7607589,1231.69930314806,"2019 Q2"
"Goa",2019,3,"Peer-to-peer payments",475178,1704668027.01597,3587.43045135922,"2019 Q3"
"Goa",2019,3,"Recharge & bill payments",453806,157952854.950117,348.062508979866,"2019 Q3"
"Goa",2019,3,"Merchant payments",150578,123948570.568574,823.151925039342,"2019 Q3"
"Goa",2019,3,"Financial Services",1510,1282344.8444824,849.23499634596,"2019 Q3"
"Goa",2019,3,"Others",11344,12515394.1176883,1103.26111756773,"2019 Q3"
"Goa",2019,4,"Peer-to-peer payments",698728,2484453030.31845,3555.67979287856,"2019 Q4"
"Goa",2019,4,"Recharge & bill payments",552421,205602115.146251,372.183742374477,"2019 Q4"
"Goa",2019,4,"Merchant payments",250893,218404664.863851,870.509200590893,"2019 Q4"
"Goa",2019,4,"Financial Services",1497,649712.8451498,434.009916599733,"2019 Q4"
"Goa",2019,4,"Others",11733,14350825.3257653,1223.11645152692,"2019 Q4"
"Goa",2020,1,"Peer-to-peer payments",817198,2851686768.65368,3489.59097875139,"2020 Q1"
"Goa",2020,1,"Recharge & bill payments",678079,244739382.207018,360.930484806369,"2020 Q1"
"Goa",2020,1,"Merchant payments",373110,298421548.104657,799.821897308185,"2020 Q1"
"Goa",2020,1,"Financial Services",1762,1816477.56924723,1030.91803021977,"2020 Q1"
"Goa",2020,1,"Others",11088,13707055.3891555,1236.20629411576,"2020 Q1"
"Goa",2020,2,"Recharge & bill payments",758617,241196540.937989,317.942441229222,"2020 Q2"
"Goa",2020,2,"Peer-to-peer payments",493326,1766723888.20251,3581.2503054826,"2020 Q2"
"Goa",2020,2,"Merchant payments",221358,168591711.946935,761.624662072006,"2020 Q2"
"Goa",2020,2,"Financial Services",3081,3328361.31798776,1080.28604933066,"2020 Q2"
"Goa",2020,2,"Others",5710,3775927.61134666,661.283294456508,"2020 Q2"
"Goa",2020,3,"Peer-to-peer payments",759351,2723430713.3444,3586.52416780171,"2020 Q3"
"Goa",2020,3,"Recharge & bill payments",696770,280187505.033935,402.123376485691,"2020 Q3"
"Goa",2020,3,"Merchant payments",446880,353193881.478325,790.355087447022,"2020 Q3"
"Goa",2020,3,"Financial Services",4985,6418950.46684796,1287.65305252717,"2020 Q3"
"Goa",2020,3,"Others",7545,5112530.62114442,677.605118773283,"2020 Q3"
"Goa",2020,4,"Peer-to-peer payments",1550251,5407626413.04334,3488.22636659698,"2020 Q4"
"Goa",2020,4,"Merchant payments",1389834,1123844212.51718,808.617584918184,"2020 Q4"
"Goa",2020,4,"Recharge & bill payments",839199,345088772.378491,411.212087214702,"2020 Q4"
"Goa",2020,4,"Financial Services",7287,10386560.3866779,1425.35479438423,"2020 Q4"
"Goa",2020,4,"Others",14810,12846789.2542362,867.440192723579,"2020 Q4"
"Goa",2021,1,"Peer-to-peer payments",2235456,7553384653.1682,3378.90106231937,"2021 Q1"
"Goa",2021,1,"Merchant payments",2195509,1768358976.71585,805.443738429608,"2021 Q1"
"Goa",2021,1,"Recharge & bill payments",880682,410604192.726889,466.234341938281,"2021 Q1"
"Goa",2021,1,"Financial Services",8138,12207778.1486387,1500.09561914951,"2021 Q1"
"Goa",2021,1,"Others",11764,12687278.2618392,1078.48336125801,"2021 Q1"
"Goa",2021,2,"Merchant payments",1869384,1411529033.66501,755.077091525877,"2021 Q2"
"Goa",2021,2,"Peer-to-peer payments",1866837,6195032351.17725,3318.46452110026,"2021 Q2"
"Goa",2021,2,"Recharge & bill payments",953219,383804809.356088,402.640746099362,"2021 Q2"
"Goa",2021,2,"Financial Services",8303,12371843.8448251,1490.045025271,"2021 Q2"
"Goa",2021,2,"Others",12392,10115549.0328169,816.296726340938,"2021 Q2"
"Gujarat",2018,1,"Recharge & bill payments",3691952,878929080.991656,238.066226481725,"2018 Q1"
"Gujarat",2018,1,"Peer-to-peer payments",1738974,6318864759.88806,3633.67408591966,"2018 Q1"
"Gujarat",2018,1,"Merchant payments",145436,166036667.570891,1141.6476496252,"2018 Q1"
"Gujarat",2018,1,"Financial Services",122117,27986679.0097131,229.179221645742,"2018 Q1"
"Gujarat",2018,1,"Others",250296,186165067.573721,743.779635206799,"2018 Q1"
"Gujarat",2018,2,"Recharge & bill payments",4643367,1571880396.37795,338.521679716023,"2018 Q2"
"Gujarat",2018,2,"Peer-to-peer payments",2483231,10009680530.3868,4030.90994369304,"2018 Q2"
"Gujarat",2018,2,"Merchant payments",275503,356984574.120557,1295.75566915989,"2018 Q2"
"Gujarat",2018,2,"Financial Services",140704,38598263.2283803,274.322430267656,"2018 Q2"
"Gujarat",2018,2,"Others",202928,185541007.527258,914.319401596911,"2018 Q2"
"Gujarat",2018,3,"Peer-to-peer payments",5287200,15272745137.7593,2888.62633109383,"2018 Q3"
"Gujarat",2018,3,"Recharge & bill payments",5117168,1938041688.96785,378.733254207767,"2018 Q3"
"Gujarat",2018,3,"Merchant payments",573440,466209496.801511,813.004842357546,"2018 Q3"
"Gujarat",2018,3,"Financial Services",136468,24930605.6073397,182.684626486354,"2018 Q3"
"Gujarat",2018,3,"Others",219873,164477497.13948,748.056819798156,"2018 Q3"
"Gujarat",2018,4,"Peer-to-peer payments",6488202,21207285184.7801,3268.59200511638,"2018 Q4"
"Gujarat",2018,4,"Recharge & bill payments",6138404,2297332323.08152,374.255640893222,"2018 Q4"
"Gujarat",2018,4,"Merchant payments",1656377,1088373316.05802,657.080674301817,"2018 Q4"
"Gujarat",2018,4,"Financial Services",133915,30699273.16507,229.24446973879,"2018 Q4"
"Gujarat",2018,4,"Others",316405,207297005.697784,655.163495196928,"2018 Q4"
"Gujarat",2019,1,"Peer-to-peer payments",13465044,31231285551.3086,2319.43434802802,"2019 Q1"
"Gujarat",2019,1,"Recharge & bill payments",8595256,3104251732.65169,361.15872903049,"2019 Q1"
"Gujarat",2019,1,"Merchant payments",2493340,1296376125.17527,519.935558397679,"2019 Q1"
"Gujarat",2019,1,"Financial Services",114539,19581520.5694002,170.959416176151,"2019 Q1"
"Gujarat",2019,1,"Others",323272,204585378.771915,632.858332215333,"2019 Q1"
"Gujarat",2019,2,"Peer-to-peer payments",12547493,41853661230.4658,3335.61941261619,"2019 Q2"
"Gujarat",2019,2,"Recharge & bill payments",10434449,4651874823.4286,445.818923781083,"2019 Q2"
"Gujarat",2019,2,"Merchant payments",5486791,2526448415.35857,460.460115094337,"2019 Q2"
"Gujarat",2019,2,"Financial Services",70502,17349813.3897331,246.089662558978,"2019 Q2"
"Gujarat",2019,2,"Others",442607,271280936.624708,612.916055608492,"2019 Q2"
"Gujarat",2019,3,"Peer-to-peer payments",14529353,49206585462.0186,3386.70176586794,"2019 Q3"
"Gujarat",2019,3,"Merchant payments",11788077,4211116461.29118,357.235235339163,"2019 Q3"
"Gujarat",2019,3,"Recharge & bill payments",11349625,5768100024.47805,508.219436719544,"2019 Q3"
"Gujarat",2019,3,"Financial Services",78609,20507001.2330505,260.873452569687,"2019 Q3"
"Gujarat",2019,3,"Others",482985,256386015.246817,530.836392945572,"2019 Q3"
"Gujarat",2019,4,"Peer-to-peer payments",19107911,64477452638.7778,3374.38522917434,"2019 Q4"
"Gujarat",2019,4,"Recharge & bill payments",12967713,6517891166.72265,502.624569708063,"2019 Q4"
"Gujarat",2019,4,"Merchant payments",9964076,5480269119.72094,550.002741821815,"2019 Q4"
"Gujarat",2019,4,"Financial Services",63498,20202767.2641478,318.163836091653,"2019 Q4"
"Gujarat",2019,4,"Others",444434,194846362.428514,438.414618207684,"2019 Q4"
"Gujarat",2020,1,"Peer-to-peer payments",19068093,72393727235.0778,3796.58979191458,"2020 Q1"
"Gujarat",2020,1,"Recharge & bill payments",15648472,7197595156.69089,459.955141734662,"2020 Q1"
"Gujarat",2020,1,"Merchant payments",12191478,7210758662.28193,591.458940604407,"2020 Q1"
"Gujarat",2020,1,"Financial Services",50753,27460255.4596616,541.056793877438,"2020 Q1"
"Gujarat",2020,1,"Others",367621,165535312.392787,450.287966119419,"2020 Q1"
"Gujarat",2020,2,"Recharge & bill payments",19971660,8322688556.99,416.72492707116,"2020 Q2"
"Gujarat",2020,2,"Peer-to-peer payments",17569398,64723140394.2291,3683.85646419013,"2020 Q2"
"Gujarat",2020,2,"Merchant payments",9645967,7196610931.56144,746.074595897067,"2020 Q2"
"Gujarat",2020,2,"Financial Services",59617,53132341.3050081,891.228027324557,"2020 Q2"
"Gujarat",2020,2,"Others",173543,92274135.4050441,531.707619466323,"2020 Q2"
"Gujarat",2020,3,"Peer-to-peer payments",23130724,89142122337.2553,3853.84056016817,"2020 Q3"
"Gujarat",2020,3,"Merchant payments",18338969,12749796641.7854,695.229739566352,"2020 Q3"
"Gujarat",2020,3,"Recharge & bill payments",17481357,9820654243.80882,561.778713392148,"2020 Q3"
"Gujarat",2020,3,"Financial Services",92278,84723188.6210433,918.129875171149,"2020 Q3"
"Gujarat",2020,3,"Others",246851,124456073.241633,504.174879751887,"2020 Q3"
"Gujarat",2020,4,"Peer-to-peer payments",29967258,116743230330.362,3895.69277010136,"2020 Q4"
"Gujarat",2020,4,"Merchant payments",28430460,20844321156.6529,733.168621142707,"2020 Q4"
"Gujarat",2020,4,"Recharge & bill payments",18943669,10441981826.0808,551.212219031107,"2020 Q4"
"Gujarat",2020,4,"Financial Services",113371,120056733.886524,1058.97217001283,"2020 Q4"
"Gujarat",2020,4,"Others",373789,243470065.456817,651.356956616746,"2020 Q4"
"Gujarat",2021,1,"Peer-to-peer payments",36427493,144818968373.029,3975.5403528052,"2021 Q1"
"Gujarat",2021,1,"Merchant payments",35815382,26512643894.0031,740.258582024983,"2021 Q1"
"Gujarat",2021,1,"Recharge & bill payments",22088838,11996115292.3778,543.084941470339,"2021 Q1"
"Gujarat",2021,1,"Financial Services",126380,137612317.735803,1088.87733609593,"2021 Q1"
"Gujarat",2021,1,"Others",316472,235440836.304243,743.954714174534,"2021 Q1"
"Gujarat",2021,2,"Merchant payments",42593432,33542305033.8295,787.499467848224,"2021 Q2"
"Gujarat",2021,2,"Peer-to-peer payments",41642387,162483567902.301,3901.87930154679,"2021 Q2"
"Gujarat",2021,2,"Recharge & bill payments",27127405,13750783181.9442,506.896372208997,"2021 Q2"
"Gujarat",2021,2,"Financial Services",128647,136119996.702282,1058.08916416459,"2021 Q2"
"Gujarat",2021,2,"Others",349525,249278437.33914,713.19201012557,"2021 Q2"
"Haryana",2018,1,"Recharge & bill payments",2368002,535578755.079451,226.173269735182,"2018 Q1"
"Haryana",2018,1,"Peer-to-peer payments",1607193,5814807510.68666,3617.98956981934,"2018 Q1"
"Haryana",2018,1,"Merchant payments",167816,173513595.353755,1033.9514429718,"2018 Q1"
"Haryana",2018,1,"Financial Services",128636,27501068.0141263,213.789825664093,"2018 Q1"
